Observation,Plot_number,bio1,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,psme,x,y
968,2464,7.520833492,17.31666756,-2.433333397,665,130,11,77.10147858,362,50,50,12.59166718,36.4975853,804.135498,27.20000076,-7.300000191,34.5,-1.733333349,17.31666756,1,-120.6541667,47.5125
969,621,4.733333111,12.91666603,-2.633333445,1502,266,24,68.99973297,744,104,113,9.083333015,33.76704025,634.9492798,20.79999924,-6.099999905,26.89999962,-1.950000048,12.5,1,-121.3875,46.82916667
970,1201,7.5625,13.88333321,2.433333397,2401,367,46,58.94036102,1086,199,210,9.958333015,43.29710007,478.2549744,21.89999962,-1.100000024,23,2.75,13.55000019,0,-122.4541667,46.6625
971,2271,6.904166698,15.44999981,-1.433333278,1416,251,20,70.95379639,713,92,108,9.941666603,34.40023041,696.4078369,23.70000076,-5.199999809,28.90000153,-0.833333313,15.44999981,1,-121.2208333,47.2625
972,2543,7.237499714,14.5,0.566666663,2050,315,48,57.84720612,920,176,205,9.358333588,36.84383392,577.0620117,22.29999924,-3.099999905,25.39999962,1,14.38333321,1,-121.6291667,48.37916667
973,1749,4.262499809,14.08333302,-5.533333302,468,53,26,24.23839951,147,91,121,12.375,35.66282272,804.1486816,23.60000038,-11.10000038,34.70000076,-4.983333588,10.44999981,1,-119.7291667,48.87083333
974,3723,4.520833015,12.21666622,-2.333333254,1887,286,54,52.84762192,823,198,206,9.008333206,34.64743805,601.6169434,19.79999924,-6.199999809,26,-1.933333278,11.88333321,0,-121.5875,48.64583333
975,2380,6.595833302,15.94999981,-2.783333302,618,116,12,71.13764954,322,52,52,11.8083334,36.00101471,766.8129272,25.39999962,-7.400000095,32.79999924,-2.083333254,15.94999981,1,-120.6791667,47.2375
976,619,5.220833302,13.78333282,-3.033333302,1736,301,29,65.83125305,839,133,146,8.141666412,29.82295418,692.0570679,21.10000038,-6.199999809,27.29999924,-2.349999905,13.6833334,1,-121.2375,47.22916667
977,1153,6.029166698,13.26666641,-0.216666654,2117,348,34,64.11398315,1003,156,169,10.17500019,39.59144211,554.7008057,21.79999924,-3.900000095,25.69999886,0.333333284,12.88333321,1,-121.8625,46.3125
978,1514,8.920833588,15.8166666,2.283333302,1567,233,54,45.70826721,641,190,190,8.358333588,35.11904526,557.6796875,22.70000076,-1.100000024,23.80000114,2.716666698,15.8166666,1,-122.0291667,48.92083333
979,2546,7.424999714,15.09999943,0.066666685,1829,293,41,62.76787186,865,149,175,10,36.90036774,622.1352539,23.5,-3.599999905,27.10000038,0.550000072,15.0666666,1,-121.3541667,48.50416667
980,2392,4.662499905,14.41666698,-5.133333206,463,60,25,30.24793053,165,81,99,12.3083334,35.5732193,802.1310425,23.89999962,-10.69999981,34.59999847,-4.583333492,14.1833334,1,-119.8208333,48.47083333
981,2385,4.479166985,14.38333321,-5.466666698,523,72,27,34.92495346,199,85,101,12.6916666,35.95373154,813.1237793,24.10000038,-11.19999981,35.29999924,-4.900000095,14.11666679,1,-119.9625,48.44583333
982,3021,0.416666657,9.133333206,-7.449999809,894,108,49,29.63025284,322,157,157,10.96666622,35.72204208,690.9194336,17.79999924,-12.89999962,30.69999886,-7.099999905,9.133333206,0,-120.2958333,48.9625
983,4300,6.104166508,15.53333378,-3,723,136,13,71.33956909,372,56,59,11.27499962,34.90711975,758.7053833,25,-7.300000191,32.29999924,-2.216666698,15.44999981,1,-120.7958333,46.82083333
984,1679,7.066666603,15.0666666,-0.616666675,1834,307,32,65.55846405,890,137,137,10.55000019,37.54448318,649.9312134,23.70000076,-4.400000095,28.10000038,-0.149999961,15.0666666,1,-121.2375,47.8125
985,1860,5.804166794,16.13333321,-4.716666698,609,103,22,55.9939537,285,76,82,13.24166679,36.08083725,850.8510742,26.29999924,-10.39999962,36.69999695,-4.066666603,15.76666641,1,-120.3291667,48.3875
986,3869,7.008333206,17.39999962,-3.366666794,618,113,14,67.57574463,314,59,61,12.71666718,35.32407379,846.1942749,27.39999962,-8.600000381,36,-2.783333302,16.96666718,0,-120.4041667,47.77083333
987,1855,4.654166698,14.60000038,-5.233333111,504,69,26,34.39402771,191,83,98,12.39166641,35.30389404,813.4171753,24.20000076,-10.89999962,35.09999847,-4.716666698,14.33333302,1,-119.8791667,48.37916667
988,4288,6.691666603,15.16666698,-1.416666746,738,130,10,70.67220306,374,51,51,12.36666679,38.76697922,675.7583008,25.89999962,-6,31.89999962,-0.566666722,15.01666641,1,-121.0041667,45.9875
989,765,6.645833492,13.86666679,0.416666627,2431,396,35,63.94497681,1140,174,190,10.25833321,39.60746384,551.7717896,22.5,-3.400000095,25.89999962,1.066666603,13.38333321,1,-122.0791667,45.95416667
990,4390,6.637499809,15.16666698,-1.75,789,144,11,74.49427032,412,51,52,12.14166641,38.30178833,692.7485962,25.39999962,-6.300000191,31.70000076,-0.900000095,15.13333321,1,-121.0958333,46.17916667
991,4565,3.991666555,12.04999924,-3.033333302,970,162,17,63.55411148,462,77,77,10.55000019,37.14788818,618.5350342,21.29999924,-7.099999905,28.39999962,-2.133333206,12.04999924,0,-120.7958333,45.9875
992,3526,7.179166794,16.91666603,-2.566666603,471,88,11,66.91008759,240,45,48,11.97500038,35.42899323,795.5599976,26.39999962,-7.400000095,33.79999924,-1.899999976,16.68333244,0,-120.4625,47.37916667
993,1847,6.175000191,15.30000019,-2.883333445,987,184,16,73.02513885,513,72,72,10.94999981,34.76190567,746.9102783,24.29999924,-7.199999809,31.5,-2.200000048,15.30000019,1,-120.8708333,47.32916667
994,1531,3.912500143,13.13333321,-4.666666508,1293,221,26,63.16125488,620,114,115,10.14166641,32.92749023,735.1905518,21.89999962,-8.899999619,30.79999924,-3.96666646,13.05000019,1,-120.7541667,47.4125
995,690,6.762499809,14.21666622,0.083333291,2363,384,33,64.19552612,1108,167,180,10.35833359,38.79525375,576.9398804,23,-3.700000048,26.70000076,0.816666663,13.80000019,1,-122.0458333,45.89583333
996,4110,5.108333111,13.51666641,-2.683333397,1356,247,21,70.58691406,680,94,101,9,32.84671783,665.5443115,21.29999924,-6.099999905,27.39999962,-2.033333302,13.3166666,1,-121.2375,46.97083333
997,3330,0.445833325,9.483333588,-7.466666698,1219,168,50,42.83443451,499,165,165,10.39166641,33.95969391,702.788147,18,-12.60000038,30.60000038,-7.099999905,9.483333588,0,-120.6958333,48.6125
998,2062,2.595833302,11.88333321,-6.150000095,1090,165,34,52.15263748,484,126,126,11.5583334,35.56410599,745.1401978,21.29999924,-11.19999981,32.5,-5.616666794,11.88333321,1,-120.5791667,48.30416667
999,1332,4.474999905,11.71666718,-1.466666698,2195,361,38,62.6798439,1029,171,181,8.883333206,36.40710449,546.8234863,19.20000076,-5.199999809,24.40000153,-0.949999928,11.23333359,0,-121.7125,46.4875
1000,2656,7.625,14.86666679,0.899999976,2040,316,46,59.37276459,927,169,199,9.600000381,37.5,579.3236694,22.70000076,-2.900000095,25.60000038,1.316666603,14.80000019,1,-121.5875,48.35416667
1001,3570,0.233333349,9.066666603,-7.516666412,1147,149,54,37.02023315,446,172,172,10.4333334,34.66223907,690.0076904,17.39999962,-12.69999981,30.09999847,-7.150000095,9.066666603,0,-120.6541667,48.82916667
1002,2116,6.895833492,13.69999981,0.866666675,2207,331,54,54.94288254,965,203,224,8.725000381,37.12765884,533.6386719,20.89999962,-2.599999905,23.5,1.216666698,13.53333378,1,-121.8708333,48.1625
1003,1896,7.824999809,15.35000038,0.75,1859,295,44,59.54557037,853,158,186,9.649999619,36.55303192,604.8797607,23.5,-2.900000095,26.39999962,1.166666627,15.28333378,1,-121.4125,48.60416667
1004,1533,5.949999809,15.11666679,-3.149999857,973,180,16,72.23387146,504,74,74,10.9333334,34.59915543,750.5785522,24.10000038,-7.5,31.60000038,-2.466666698,15.11666679,1,-120.8125,47.34583333
1005,292,6.854166508,13.53333378,1.333333254,2561,409,44,61.58628845,1187,200,215,10.25833321,42.04235077,507.2584839,21.89999962,-2.5,24.39999962,1.716666579,13.21666718,1,-122.2458333,46.3625
1006,2461,7.895833492,18.31666565,-2.649999857,468,90,11,70.54173279,245,44,46,12.64166641,35.2135582,852.7481079,28.29999924,-7.599999905,35.89999771,-1.983333349,17.86666679,1,-120.3708333,47.72083333
1007,3506,3.970833302,11.86666679,-2.983333349,1895,290,61,49.96579742,807,214,221,8.475000381,32.59615326,604.6541138,19.39999962,-6.599999905,26,-2.5,11.14999962,0,-121.7375,48.77083333
1008,3476,1.866666675,10.80000019,-6.383333206,1186,173,43,48.14237976,510,150,150,10.86666679,35.05376434,708.706665,19.70000076,-11.30000019,31,-5.916666508,10.80000019,0,-120.7791667,48.5875
1009,3853,4.337500095,13.5,-4.5,996,172,24,63.60267258,486,97,98,11.59166718,35.77674866,743.098938,22.89999962,-9.5,32.40000153,-3.966666698,13.4333334,0,-120.5541667,47.9375
1010,2746,4.125,13.9333334,-5.599999905,593,83,29,37.6855545,234,94,110,12.55000019,35.95988464,801.6134033,23.60000038,-11.30000019,34.90000153,-5.050000191,13.69999981,1,-120.0791667,48.52083333
1011,4672,3.429166555,11.86666679,-4.216666698,1386,246,26,66.52876282,680,115,116,9.158332825,32.82556915,662.6203613,19.79999924,-8.100000381,27.89999962,-3.5,11.61666679,0,-120.9791667,47.02083333
1012,4354,8.300000191,17.03333282,-0.416666746,611,116,7,78.86569214,332,36,36,12.85000038,39.41717911,710.3360596,27.70000076,-4.900000095,32.60000229,0.399999946,17.03333282,1,-121.1208333,46.00416667
1013,3760,3.174999952,12.01666641,-5.033333302,1658,274,35,62.04870605,787,150,156,9.850000381,33.05369186,704.4130249,20.39999962,-9.399999619,29.79999924,-4.533333302,11.84999943,0,-120.9125,47.75416667
1014,1946,6.654166698,16.23333359,-2.916666508,700,132,13,71.62184906,365,59,60,11.9416666,35.75349426,783.2637329,25.79999924,-7.599999905,33.39999771,-2.233333349,16.03333282,1,-120.6541667,47.4125
1015,4117,6.1875,13.96666718,-0.899999976,1695,293,23,69.80631256,839,113,121,10.65833282,37.79550934,609.7246704,23.10000038,-5.099999905,28.20000076,-0.25000003,13.75,1,-121.6541667,45.99583333
1016,3101,3.558333397,12.3166666,-4.549999714,1658,271,36,61.5451088,783,149,154,10.0666666,33.66778183,699.8013916,20.70000076,-9.199999809,29.90000153,-4.133333206,12.23333359,0,-120.9208333,47.87916667
1017,3858,4.550000191,13.80000019,-4.383333206,1422,234,33,62.89221954,683,124,134,11.53333378,35.4871788,749.2359619,23.5,-9,32.5,-3.866666555,13.71666718,0,-120.9875,48.4125
1018,4154,6.158333302,15.28333378,-2.866666555,844,162,14,74.92363739,446,62,62,10.60000038,33.9743576,744.5280151,24.10000038,-7.099999905,31.20000076,-2.200000048,15.28333378,1,-120.8708333,47.1375
1019,2012,3.679166555,12.05000019,-4.066666603,2101,351,40,63.39174652,1002,175,189,8.941666603,32.39734268,660.380249,19.79999924,-7.800000191,27.59999847,-3.400000095,11.71666622,1,-121.1791667,47.6375
1020,797,3.504166603,12.04999924,-4.216666698,1624,279,30,64.11532593,776,134,138,8.875,31.92446136,671.7766724,19.79999924,-8,27.79999924,-3.533333302,11.83333302,1,-121.0875,47.09583333
1021,3601,6.645833492,13.51666641,0.583333313,2046,310,54,53.14678574,884,200,216,8.508333206,36.51645279,537.0773315,20.5,-2.799999952,23.29999924,0.983333409,13.28333378,0,-121.9791667,48.3875
1022,3333,1.424999952,10.83333302,-7.150000095,1064,146,44,41.72942352,433,148,148,11.16666698,34.67908859,739.4546509,20,-12.19999981,32.20000076,-6.650000095,10.83333302,0,-120.6625,48.7125
1023,2516,3.345833302,13.05000019,-5.916666508,895,132,37,46.51893616,384,122,130,11.74166679,34.84173965,783.6002808,22.39999962,-11.30000019,33.70000076,-5.466666698,12.91666698,1,-120.5458333,48.6375
1024,3326,8.225000381,18.70000076,-2.633333206,319,39,15,28.43966675,102,53,77,12.23333359,34.46009445,865.8981323,27.89999962,-7.599999905,35.5,-1.966666579,14.25,0,-119.6541667,48.7625
1025,4082,6.329166889,14.83333302,-1.949999928,698,126,10,71.77115631,359,48,48,12.15833282,38.47573853,686.6038208,25,-6.599999905,31.60000038,-1.133333325,14.83333302,1,-120.9375,46.09583333
1026,1251,3.354166746,11.23333359,-3.233333349,2111,348,39,61.15144348,979,175,181,8.341667175,32.97101593,596.5257568,18.5,-6.800000191,25.29999924,-2.633333445,10.6833334,0,-121.4875,46.92916667
1027,290,8.120833397,14.44999981,2.716666698,2512,397,41,61.47373199,1158,194,209,10.74166679,44.38705444,486.5063782,23,-1.200000048,24.20000076,3.066666603,14.1833334,1,-122.4208333,46.24583333
1028,3166,5.191666603,12.78333378,-1.550000072,2440,373,53,57.69873428,1100,213,238,8.516666412,33.93094254,591.9683228,20.10000038,-5,25.10000038,-1.066666722,12.44999981,0,-121.5625,47.90416667
1029,2868,4.608333111,14.51666641,-5.283333302,447,49,26,22.74045372,137,87,117,12.33333302,35.44061279,810.7539673,24,-10.80000019,34.79999924,-4.716666698,10.76666641,1,-119.7125,48.9125
1030,4252,6.287499905,14.28333282,-1.083333492,1721,293,22,68.79852295,842,114,123,11.00833321,37.57110214,627.6005249,24,-5.300000191,29.29999924,-0.350000054,14.05000019,1,-121.6875,45.92083333
1031,2802,3.004166603,11.91666603,-5.266666412,1110,175,32,54.08020401,499,123,123,10.875,34.96784592,714.2716064,20.79999924,-10.30000019,31.09999847,-4.816666603,11.91666603,1,-120.4708333,47.94583333
1032,1383,5.099999905,12.64999962,-1.366666675,1878,314,33,63.70037842,890,144,156,9.033332825,35.56430435,581.2994995,20.29999924,-5.099999905,25.39999962,-0.866666675,12.33333302,0,-121.5291667,46.72916667
1033,3006,0.787500083,9.916666985,-7.133333206,1325,184,50,44.2545433,547,172,172,10.42500019,33.95765305,708.2376709,18.5,-12.19999981,30.70000076,-6.816666603,9.916666985,0,-120.7375,48.4875
1034,3060,1.337499976,9.716666222,-6.016666889,1604,228,54,47.94202423,679,197,197,9.991666794,34.93589783,649.947998,17.89999962,-10.69999981,28.59999847,-5.616666794,9.716666222,0,-121.0875,48.50416667
1035,3904,2.008333445,10.86666679,-6.183333397,1062,149,45,42.91671753,439,152,152,11.01666641,35.6526413,705.7357178,19.60000038,-11.30000019,30.90000153,-5.766666889,10.86666679,0,-120.7375,48.77916667
1036,1112,6.179166794,12.85000038,0.699999988,2399,377,47,59.73283768,1100,200,210,9.408333778,40.03546143,506.1551208,20.70000076,-2.799999952,23.5,1.066666603,12.46666718,1,-122.0125,46.6875
1037,2570,6.466666698,15.3166666,-2.25,1116,180,35,60.13312149,531,115,115,11.01666641,35.65264511,721.9491577,24.29999924,-6.599999905,30.89999962,-1.716666579,15.3166666,1,-120.9708333,48.89583333
1038,204,9.550000191,16.20000076,3.283333302,2289,362,35,61.08523941,1041,173,184,11.26666641,43.33333206,530.2315063,25.20000076,-0.800000012,26,3.766666651,16.03333282,1,-122.3458333,45.80416667
1039,1758,6.258333206,17.06666756,-5.150000095,462,72,23,43.17314529,193,72,83,13.60000038,35.41666794,901.5563354,27.20000076,-11.19999981,38.40000153,-4.400000095,16.58333397,1,-120.1458333,48.57916667
1040,1113,6.741666794,13.38333321,1.216666698,2466,394,44,61.57915497,1145,195,207,9.766666412,40.69444275,505.3838806,21.5,-2.5,24,1.600000024,13.08333302,1,-122.1458333,46.42083333
1041,4080,5.5,14.25,-2.733333349,957,176,14,73.01467133,494,66,67,11.28333282,36.28081512,696.6412964,24,-7.099999905,31.10000038,-1.850000024,14.11666679,1,-121.1125,46.30416667
1042,266,6.745833397,13.96666718,0.400000006,2197,360,34,64.55491638,1042,158,174,10.47500038,39.82889557,560.4805298,22.70000076,-3.599999905,26.30000114,0.866666675,13.73333359,1,-121.9375,46.2125
1043,2075,3.125,12.66666698,-6.183333397,861,130,34,48.25479126,375,114,123,12.01666641,35.65776443,776.6258545,22.29999924,-11.39999962,33.69999695,-5.616666794,12.60000038,1,-120.5125,48.55416667
1044,2718,6.304166794,15.69999981,-3.066666603,823,155,15,73.78097534,435,64,64,12.50833321,37.22718048,769.8035889,25.60000038,-8,33.59999847,-2.516666651,15.69999981,1,-120.5958333,47.79583333
1045,3792,1.824999928,11.14999962,-6.800000191,1004,143,40,44.76116943,421,134,134,11.1833334,34.73085022,743.0511475,20.29999924,-11.89999962,32.19999695,-6.366666794,11.14999962,0,-120.5541667,48.5625
1046,615,7.845833302,14.85000038,1.633333325,2447,394,38,63.28066635,1142,180,198,10.84166622,41.69871902,544.3572388,23.79999924,-2.200000048,26,2.116666794,14.61666679,1,-122.1791667,46.12083333
1047,393,8.9375,15.25,3.450000048,2167,338,38,60.55023193,997,177,189,10.84166622,44.61591339,488.9000854,23.79999924,-0.5,24.29999924,3.766666651,15.05000019,1,-122.4208333,46.4375
1048,2161,6.454166889,15.80000019,-2.649999857,1253,222,25,71.11284637,644,92,92,12.00833321,36.49949265,760.8173218,25.79999924,-7.099999905,32.89999771,-2.199999809,15.80000019,1,-120.8958333,48.34583333
1049,1406,1.341666698,9.016666412,-4.599999905,2458,391,50,58.93246078,1116,219,223,8.216666222,33.26585388,560.8712158,16.20000076,-8.5,24.70000076,-4.116666794,7.950000286,0,-121.6791667,46.82083333
1050,4003,1.833333373,11,-6.716666698,971,135,44,41.0904808,396,143,143,11.19999981,35.33123016,728.5893555,20,-11.69999981,31.70000076,-6.199999809,11,0,-120.7208333,48.8875
1051,4333,5.1875,13.75,-2.883333206,1129,212,18,72.4152832,579,81,84,9.658333778,33.53588104,683.9727783,22.10000038,-6.699999809,28.79999924,-2.166666746,13.65000057,1,-121.0875,46.89583333
1052,2172,6.008333206,15.1833334,-3.083333254,980,181,16,71.98127747,506,73,73,10.96666718,34.70463943,749.9298096,24.20000076,-7.400000095,31.60000038,-2.383333445,15.1833334,1,-120.8208333,47.3625
1053,134,6.224999905,12.76666641,0.916666627,2467,388,49,59.58840179,1130,205,220,9.266666412,40.11544037,495.7478333,20.39999962,-2.700000048,23.10000038,1.216666579,12.41666698,1,-122.0541667,46.70416667
1054,1133,6.379166603,13.96666622,0.03333338,2510,401,40,62.05593109,1162,189,202,10.39166641,38.92010117,574.3710327,22.89999962,-3.799999952,26.69999886,0.550000012,13.55000019,1,-122.1208333,46.17083333
1055,1778,8.983333588,15.55000019,3.116666794,2051,300,54,50.94029617,868,203,213,9.550000191,40.81196594,517.1044312,23,-0.400000006,23.39999962,3.416666746,15.41666698,1,-121.7791667,47.72916667
1056,3226,1.579166651,10.44999981,-6.466666698,990,148,40,46.6507225,422,133,133,10.6916666,34.71320343,704.4645386,19.20000076,-11.60000038,30.80000114,-6.050000191,10.44999981,0,-120.3458333,48.2875
1057,569,8.237500191,14.5666666,3,2063,311,43,57.02204895,925,185,191,10.02499962,43.02574921,480.8332214,22.60000038,-0.699999988,23.30000114,3.299999952,14.25,1,-122.2875,46.75416667
1058,4052,6.954166889,15.46666718,-1.200000048,586,102,9,69.24905396,296,41,41,12.6916666,39.05128098,679.4465332,26.5,-6,32.5,-0.350000054,15.46666718,1,-120.8458333,45.92083333
1059,86,9.166666985,16.64999962,2.083333254,1914,312,25,65.21524811,902,131,140,11.03333282,39.6882515,597.7964478,25.79999924,-2,27.79999924,2.650000095,16.48333359,1,-121.9041667,45.7375
1060,1200,8.283333778,14.69999981,2.866666555,2051,308,42,56.47824097,914,183,191,10.3166666,43.16596985,492.2043762,23,-0.899999976,23.89999962,3.166666508,14.44999981,0,-122.2458333,46.72083333
1061,1911,5.933333397,13.6833334,-1.166666746,2024,324,41,62.84553909,958,163,183,9.916666985,36.86493301,615.1028442,22,-4.900000095,26.89999962,-0.733333349,13.51666737,1,-121.3458333,48.15416667
1062,692,6.037499905,13.71666718,-0.949999988,1784,302,25,67.51025391,868,121,134,10.6916666,38.45923233,603.7689209,22.70000076,-5.099999905,27.80000114,-0.366666645,13.51666641,1,-121.6875,46.1625
1063,3976,4.720833302,13.5,-3.783333302,1820,311,31,66.86902618,893,135,151,10.29166698,34.42028809,709.690918,22.20000076,-7.699999809,29.90000153,-3.183333397,13.33333397,0,-121.0625,47.77916667
1064,4586,7.679166794,17.51666641,-2.299999952,504,94,10,71.33544159,264,43,44,12.72500038,36.88405991,806.0043335,27.29999924,-7.199999809,34.5,-1.566666603,17.23333359,0,-120.7375,47.17916667
1065,958,4.566666603,11.71666622,-1.216666698,2333,382,39,62.63835144,1089,179,187,9.033332825,37.32782364,537.6689453,19.29999924,-4.900000095,24.19999886,-0.716666639,11.23333359,1,-121.8208333,46.3375
1066,143,5.6875,13.1833334,-0.899999976,1684,284,29,65.03721619,810,126,136,9.658332825,37.29086304,581.4094238,21.29999924,-4.599999905,25.89999962,-0.349999994,12.88333321,1,-121.5375,46.62916667
1067,3107,7.616666794,18.06666565,-2.950000048,435,73,14,55.00676346,202,52,57,12.98333359,35.47358704,854.1697998,27.89999962,-8.699999809,36.59999847,-2.283333302,17.61666679,0,-120.1375,47.9625
1068,902,3.649999857,11.23333359,-2.666666746,2134,355,40,62.15332794,1001,175,187,8.300000191,33.73983765,574.7529297,18.29999924,-6.300000191,24.59999847,-2.116666555,10.71666622,1,-121.4875,47.00416667
1069,3417,3.920833349,12.6833334,-4.383333206,1985,336,35,66.0541687,968,154,168,9.691666603,32.96485138,699.1925659,21,-8.399999619,29.39999962,-3.75,12.41666698,0,-121.0708333,47.72916667
1070,3944,1.104166627,9.383333206,-5.966666698,1592,221,61,44.73487091,658,213,213,9.658333778,34.61768341,638.7183838,17.29999924,-10.60000038,27.89999962,-5.700000286,9.383333206,0,-121.1708333,48.64583333
1071,3664,7.320833206,16.14999962,-1.399999976,999,183,15,73.98646545,521,66,66,10.99166679,35.80347443,721.3889771,25,-5.699999809,30.70000076,-0.766666591,16.14999962,0,-121.0791667,47.24583333
1072,1318,3.387499809,11.23333263,-3.383333445,1789,303,31,64.52511597,854,138,147,8.858333588,34.2020607,598.8933716,18.79999924,-7.099999905,25.89999962,-2.700000048,10.69999981,0,-121.3875,46.67916667
1073,849,9.204166412,15.48333359,3.666666508,1756,267,32,59.72312927,800,147,150,10.79166603,44.77870178,489.3384094,23.79999924,-0.300000012,24.09999847,4,15.28333282,1,-122.6375,46.69583333
1074,960,6.533333302,14.5,-0.683333337,1889,316,24,67.26552582,910,124,137,10.69999981,37.54386139,620.7119751,23.79999924,-4.699999809,28.5,0.016666671,14.1833334,1,-121.7625,45.84583333
1075,359,8.350000381,14.83333302,2.733333349,2225,328,59,50.42439651,937,226,232,9.050000191,39.3478241,505.3351746,22.20000076,-0.800000012,23,2.966666698,14.69999981,1,-121.8625,47.27916667
1076,3649,6.833333492,16.43333435,-2.833333254,635,122,12,73.22740173,336,53,53,11.91666698,35.36103058,786.6596069,26,-7.699999809,33.70000076,-2.149999857,16.43333435,0,-120.5708333,47.47083333
1077,2211,5.566666603,13.16666698,-1.199999928,1895,289,50,54.97202682,841,186,199,9.449999809,35.93156052,597.2411499,21.10000038,-5.199999809,26.29999924,-0.916666627,12.95000076,1,-121.4791667,48.55416667
1078,1615,3.291666746,12.25,-5.150000095,1116,183,28,59.10808182,522,112,112,11.05000019,35.30351639,719.3900146,21.29999924,-10,31.29999924,-4.616666794,12.25,1,-120.5541667,47.87083333
1079,4050,5.358333111,13.9333334,-2.566666603,714,123,12,66.53697205,351,54,54,11.08333302,36.33879852,675.3410645,23.5,-7,30.5,-1.666666746,13.9333334,1,-120.7458333,45.99583333
1080,1824,7.883333206,18.66666603,-3.183333397,409,72,12,60.06637192,198,45,49,13,35.04043198,888.2191772,28.79999924,-8.300000191,37.09999847,-2.433333397,18.18333244,1,-120.2208333,47.8125
1081,3830,-0.508333325,7.683333397,-7.233333588,1856,272,57,50.65018463,801,217,217,9.100000381,33.33333206,614.3579102,15.5,-11.80000019,27.29999924,-6.849999905,7.683333397,0,-121.1208333,48.09583333
1082,4049,5.829166889,14.3166666,-2.233333349,827,142,13,67.56218719,408,60,60,11.625,37.5,677.0002441,24.20000076,-6.800000191,31,-1.416666746,14.3166666,1,-120.9291667,46.00416667
1083,1230,8.366666794,15,2.599999905,1817,275,40,56.03975296,812,165,175,10.64999962,43.29268265,515.3654175,23.5,-1.100000024,24.60000038,2.866666794,14.8166666,0,-121.9291667,46.7375
1084,353,3.070833445,11.10000038,-3.833333254,1791,303,32,64.03398132,853,143,149,8.758333206,33.30164719,613.0455322,18.60000038,-7.699999809,26.29999924,-3.166666746,10.60000038,1,-121.3125,46.77083333
1085,2897,7.537499905,14.71666622,0.933333337,2175,330,47,57.80080795,978,184,212,9.391666412,37.71753693,568.5473022,22.39999962,-2.5,24.89999962,1.466666698,14.53333378,0,-121.5875,47.9875
1086,4490,8.587499619,17.08333397,0.200000048,1002,185,10,79.29636383,533,54,61,12.40833282,38.53519821,688.3185425,28,-4.199999809,32.20000076,1.083333373,17.04999924,0,-121.4791667,45.92916667
1087,1360,8.158332825,14.5666666,2.799999952,2372,371,43,60.42492294,1089,192,205,10.36666679,43.19444275,488.065918,23,-1,24,3.216666698,14.26666641,0,-122.3375,46.44583333
1088,4353,8.466666222,16.88333321,0.383333296,726,133,9,76.83053589,384,43,47,12.11666679,39.08602142,676.7480469,27.20000076,-3.799999952,31,1.033333302,16.86666679,1,-121.2541667,45.7875
1089,1139,9.408333778,16.83333397,2.383333445,1964,315,26,63.60030746,911,136,147,10.9333334,39.75757599,592.9005737,25.89999962,-1.600000024,27.5,2.916666746,16.66666603,1,-121.9458333,45.70416667
1090,3929,4.283333302,12.60000038,-3.416666746,2106,343,40,63.24119186,1002,172,186,9.666666985,34.27896118,657.5828247,20.79999924,-7.400000095,28.19999886,-2.849999905,12.28333282,0,-121.2125,47.90416667
1091,247,10.38749981,17.58333206,3.433333397,1856,290,27,60.69116211,839,137,144,10.74166679,40.08084488,580.0788574,26.29999924,-0.5,26.79999924,3.983333349,17.46666718,1,-121.9958333,45.64583333
1092,872,7.962500095,15.08333302,1.51666677,2437,390,35,62.66637039,1125,176,191,10.67500019,40.74427414,555.2727661,23.89999962,-2.299999952,26.19999886,2.166666746,14.73333359,1,-122.1541667,45.82916667
1093,3072,3.545833111,11.75,-3.716666698,2060,328,45,60.98947525,964,184,194,9.358333588,33.90700531,637.4575195,19.79999924,-7.800000191,27.59999847,-3.233333349,11.36666679,0,-121.2708333,48.02916667
1094,3726,1.533333302,10.30000019,-6.199999809,1192,162,53,39.12015533,473,173,173,10.33333302,34.6756134,689.342041,18.5,-11.30000019,29.79999924,-5.900000095,10.30000019,0,-120.9375,48.97916667
1095,614,7.383333206,15.05000019,0.5,1954,325,25,66.66088104,937,132,144,10.76666641,38.59020233,596.1022339,24.29999924,-3.599999905,27.89999962,1.066666722,14.69999981,1,-121.8291667,45.82916667
1096,412,6.262499809,14.11666679,-0.800000012,1987,330,26,66.04564667,949,136,149,10.5583334,37.57413864,609.4599609,23.29999924,-4.800000191,28.09999847,-0.099999987,13.76666641,1,-121.7958333,45.87083333
1097,3727,3.720833302,12.40000057,-4.449999809,1290,195,45,51.02226639,568,157,158,10.35833359,34.64325714,695.4281006,21,-8.899999619,29.89999962,-3.966666698,12.23333359,0,-121.1375,48.87083333
1098,303,6.045833588,12.64999962,0.699999988,2539,408,44,61.94196701,1180,198,211,9.291666985,39.70797729,497.8428955,20.39999962,-3,23.39999962,1.100000024,12.26666641,1,-122.1125,46.42083333
1099,2972,5.441666603,12.86666679,-1.166666627,2314,355,51,58.60191345,1053,201,225,8.800000191,35.20000076,581.5880737,20.29999924,-4.699999809,25,-0.716666639,12.61666679,0,-121.5625,48.05416667
1100,2699,8.387499809,18.35000038,-1.75,650,134,10,82.68878937,369,44,44,13.47500038,37.85112381,818.0968018,28.70000076,-6.900000095,35.60000229,-1.149999976,18.35000038,1,-120.6375,47.65416667
